typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","111075632","false","8","kg","111075632","false","111075632","false","0","false","77928193",,"77928193","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","440","LTU","Lithuania","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","69",,"69","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","442","LUX","Luxembourg","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","65",,"65","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","379679039","false","8","kg","379679039","false","379679039","false","0","false","301311367",,"301311367","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1293006","false","8","kg","1293006","false","1293006","false","0","false","1427042",,"1427042","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","528","NLD","Netherlands","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18189","false","8","kg","18189","false","18189","false","0","false","25736",,"25736","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46","false","8","kg","46","false","46","false","0","false","755",,"755","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","616","POL","Poland","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","123500","false","8","kg","123500","false","123500","false","0","false","139555",,"139555","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","634","QAT","Qatar","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11483600","false","8","kg","11483600","false","11483600","false","0","false","11242676",,"11242676","0","false","true",
"C","M","20220101","2022","1","202201","360","IDN","Indonesia","M","Import","682","SAU","Saudi Arabia","0","W00","World","H5","HS","true","2710","Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","129097000","false","8","kg","129097000","false","129097000","false","0","false","96748112",,"96748112","0","false","true",
